dataset,strategy,rep,round,n_assayed,best_so_far,novelty_median,baseline_novelty,low_novelty_streak,stop_reason,dms_pos_coverage,recovery_top_1pct,recovery_top_5pct
DMS,ucb,16,20,1160,1.0710604190826416,19.804462432861328,21.65143585205078,0,,0.734065934065934,0.5287356321839081,0.4699074074074074
DMS,ucb,16,21,1208,1.0710604190826416,21.513282775878906,21.65143585205078,0,,0.7406593406593407,0.5287356321839081,0.48842592592592593
DMS,ucb,16,22,1256,1.0710604190826416,20.89995574951172,21.65143585205078,0,,0.7472527472527473,0.5402298850574713,0.5046296296296297
DMS,ucb,16,23,1304,1.0710604190826416,20.153701782226562,21.65143585205078,0,,0.756043956043956,0.5517241379310345,0.5138888888888888
DMS,ucb,16,24,1352,1.0710604190826416,19.559465408325195,21.65143585205078,0,,0.7626373626373626,0.5632183908045977,0.5347222222222222
DMS,ucb,16,25,1400,1.0710604190826416,21.071975708007812,21.65143585205078,0,,0.7670329670329671,0.5632183908045977,0.5509259259259259
DMS,thompson,16,0,200,1.0710604190826416,,,0,,0.34285714285714286,0.04597701149425287,0.020833333333333332
DMS,thompson,16,1,248,1.0710604190826416,23.536956787109375,23.536956787109375,0,,0.3934065934065934,0.05747126436781609,0.03009259259259259
DMS,thompson,16,2,296,1.0710604190826416,20.473526000976562,23.536956787109375,0,,0.44175824175824174,0.06896551724137931,0.03935185185185185
DMS,thompson,16,3,344,1.0710604190826416,19.408573150634766,23.536956787109375,0,,0.47912087912087914,0.08045977011494253,0.06944444444444445
DMS,thompson,16,4,392,1.0710604190826416,19.59355926513672,23.536956787109375,0,,0.5274725274725275,0.09195402298850575,0.08796296296296297
DMS,thompson,16,5,440,1.0710604190826416,18.115079879760742,23.536956787109375,0,,0.5582417582417583,0.11494252873563218,0.11342592592592593
DMS,thompson,16,6,488,1.0710604190826416,18.669267654418945,23.536956787109375,0,,0.578021978021978,0.13793103448275862,0.14351851851851852
DMS,thompson,16,7,536,1.0710604190826416,19.313358306884766,23.536956787109375,0,,0.5868131868131868,0.1724137931034483,0.16898148148148148
DMS,thompson,16,8,584,1.0710604190826416,19.42038345336914,23.536956787109375,0,,0.6043956043956044,0.1724137931034483,0.1875
DMS,thompson,16,9,632,1.0710604190826416,19.754261016845703,23.536956787109375,0,,0.6241758241758242,0.21839080459770116,0.20601851851851852
DMS,thompson,16,10,680,1.0710604190826416,17.300979614257812,23.536956787109375,0,,0.6329670329670329,0.25287356321839083,0.22453703703703703
DMS,thompson,16,11,728,1.0710604190826416,18.496828079223633,23.536956787109375,0,,0.643956043956044,0.26436781609195403,0.24768518518518517
DMS,thompson,16,12,776,1.0710604190826416,19.774158477783203,23.536956787109375,0,,0.654945054945055,0.3103448275862069,0.2800925925925926
DMS,thompson,16,13,824,1.0710604190826416,19.800472259521484,23.536956787109375,0,,0.6659340659340659,0.3448275862068966,0.30787037037037035
DMS,thompson,16,14,872,1.0710604190826416,19.025875091552734,23.536956787109375,0,,0.676923076923077,0.367816091954023,0.33796296296296297
DMS,thompson,16,15,920,1.0710604190826416,19.78876495361328,23.536956787109375,0,,0.6901098901098901,0.3793103448275862,0.36342592592592593
DMS,thompson,16,16,968,1.0710604190826416,17.793636322021484,23.536956787109375,0,,0.6989010989010989,0.40229885057471265,0.38425925925925924
DMS,thompson,16,17,1016,1.0710604190826416,19.995676040649414,23.536956787109375,0,,0.7076923076923077,0.41379310344827586,0.39814814814814814
DMS,thompson,16,18,1064,1.0710604190826416,18.6025390625,23.536956787109375,0,,0.7186813186813187,0.4367816091954023,0.4097222222222222
DMS,thompson,16,19,1112,1.0710604190826416,20.29050064086914,23.536956787109375,0,,0.7274725274725274,0.4367816091954023,0.4236111111111111
DMS,thompson,16,20,1160,1.0710604190826416,18.275684356689453,23.536956787109375,0,,0.7428571428571429,0.4942528735632184,0.4444444444444444
DMS,thompson,16,21,1208,1.0710604190826416,19.571758270263672,23.536956787109375,0,,0.7516483516483516,0.4942528735632184,0.4583333333333333
DMS,thompson,16,22,1256,1.0710604190826416,18.66302490234375,23.536956787109375,0,,0.7692307692307693,0.4942528735632184,0.47685185185185186
DMS,thompson,16,23,1304,1.0710604190826416,19.204750061035156,23.536956787109375,0,,0.7758241758241758,0.4942528735632184,0.4861111111111111
DMS,thompson,16,24,1352,1.0710604190826416,19.942665100097656,23.536956787109375,0,,0.778021978021978,0.4942528735632184,0.4976851851851852
DMS,thompson,16,25,1400,1.0710604190826416,18.58997344970703,23.536956787109375,0,,0.7868131868131868,0.5057471264367817,0.5138888888888888
DMS,random,17,0,200,1.0389621257781982,,,0,,0.3626373626373626,0.022988505747126436,0.018518518518518517
DMS,random,17,1,248,1.0389621257781982,27.34056282043457,27.34056282043457,0,,0.421978021978022,0.034482758620689655,0.02546296296296296
DMS,random,17,2,296,1.0389621257781982,27.137907028198242,27.34056282043457,0,,0.48131868131868133,0.04597701149425287,0.03009259259259259
DMS,random,17,3,344,1.0389621257781982,27.27484893798828,27.34056282043457,0,,0.5274725274725275,0.05747126436781609,0.03935185185185185
DMS,random,17,4,392,1.0389621257781982,26.56997299194336,27.34056282043457,0,,0.5714285714285714,0.08045977011494253,0.04861111111111111
DMS,random,17,5,440,1.0389621257781982,26.732440948486328,27.34056282043457,0,,0.6131868131868132,0.08045977011494253,0.05324074074074074
DMS,random,17,6,488,1.0389621257781982,25.364402770996094,27.34056282043457,0,,0.6505494505494506,0.08045977011494253,0.06018518518518518
DMS,random,17,7,536,1.0389621257781982,24.670745849609375,27.34056282043457,0,,0.7054945054945055,0.08045977011494253,0.06944444444444445
DMS,random,17,8,584,1.0389621257781982,26.227588653564453,27.34056282043457,0,,0.7318681318681318,0.08045977011494253,0.07407407407407407
DMS,random,17,9,632,1.0389621257781982,26.184513092041016,27.34056282043457,0,,0.7648351648351648,0.08045977011494253,0.08101851851851852
DMS,random,17,10,680,1.0389621257781982,24.764986038208008,27.34056282043457,0,,0.7978021978021979,0.09195402298850575,0.08796296296296297
DMS,random,17,11,728,1.0584664344787598,23.53957748413086,27.34056282043457,0,,0.8219780219780219,0.11494252873563218,0.09490740740740741
DMS,random,17,12,776,1.0584664344787598,24.45083236694336,27.34056282043457,0,,0.8395604395604396,0.13793103448275862,0.10648148148148148
DMS,random,17,13,824,1.0584664344787598,23.442028045654297,27.34056282043457,0,,0.8571428571428571,0.16091954022988506,0.1111111111111111
DMS,random,17,14,872,1.0584664344787598,24.335195541381836,27.34056282043457,0,,0.8813186813186813,0.16091954022988506,0.1111111111111111
DMS,random,17,15,920,1.0584664344787598,23.827178955078125,27.34056282043457,0,,0.8923076923076924,0.16091954022988506,0.11574074074074074
