dataset,task_name,target,split,split_id,model,pca_dim,tabpfn_cap,spearman,r2,top5_precision,top5_enrich_diff,n_runs,n_train,n_test
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed1,tabpfn,128,0.0,0.5046109446181837,0.2052111625671386,0.1273408239700374,0.7760384678840637,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed1,tabpfn,128,5000.0,0.5046109446181837,0.2052111625671386,0.1273408239700374,0.7760384678840637,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed1,xgb,64,,0.2981127625328026,0.0320144891738891,0.1123595505617977,0.6193334460258484,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed1,xgb,128,,0.3141640748306042,0.0437555909156799,0.1198501872659176,0.6403905749320984,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed2,tabpfn,64,0.0,0.5157865060878497,0.2083911299705505,0.1647940074906367,0.8727318644523621,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed2,tabpfn,64,5000.0,0.5157865060878497,0.2083911299705505,0.1647940074906367,0.8727318644523621,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed2,tabpfn,128,0.0,0.5046109446181837,0.2052111625671386,0.1273408239700374,0.7760384678840637,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed2,tabpfn,128,5000.0,0.5046109446181837,0.2052111625671386,0.1273408239700374,0.7760384678840637,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed2,xgb,64,,0.3057306048291506,0.0101728439331054,0.097378277153558,0.5950151085853577,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed2,xgb,128,,0.3181737847746203,0.0307523608207702,0.1273408239700374,0.6749183535575867,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed3,tabpfn,64,0.0,0.5157865060878497,0.2083911299705505,0.1647940074906367,0.8727318644523621,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed3,tabpfn,64,5000.0,0.5157865060878497,0.2083911299705505,0.1647940074906367,0.8727318644523621,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed3,tabpfn,128,0.0,0.5046109446181837,0.2052111625671386,0.1273408239700374,0.7760384678840637,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed3,tabpfn,128,5000.0,0.5046109446181837,0.2052111625671386,0.1273408239700374,0.7760384678840637,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed3,xgb,64,,0.2783372404607831,-0.0083458423614501,0.1123595505617977,0.536357581615448,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed3,xgb,128,,0.3370619278583602,0.0552354454994201,0.1198501872659176,0.6750909686088562,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed4,tabpfn,64,0.0,0.5157865060878497,0.2083911299705505,0.1647940074906367,0.8727318644523621,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed4,tabpfn,64,5000.0,0.5157865060878497,0.2083911299705505,0.1647940074906367,0.8727318644523621,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed4,tabpfn,128,0.0,0.5046109446181837,0.2052111625671386,0.1273408239700374,0.7760384678840637,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed4,tabpfn,128,5000.0,0.5046109446181837,0.2052111625671386,0.1273408239700374,0.7760384678840637,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed4,xgb,64,,0.3356558215359407,0.0682633519172668,0.1423220973782771,0.7185901999473572,1,4919,5333
HOFF,HOFF_delta_derived,hoff_delta_O2_minus_N2,depth_holdout,depth_seed4,xgb,128,,0.3407859329465885,0.0661664009094238,0.1385767790262172,0.7173364758491516,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed0,tabpfn,64,0.0,0.5113922926156544,0.2229976058006286,0.1385767790262172,0.8221645951271057,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed0,tabpfn,64,5000.0,0.5113922926156544,0.2229976058006286,0.1385767790262172,0.8221645951271057,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed0,tabpfn,128,0.0,0.516557855243713,0.2156654596328735,0.1198501872659176,0.8067187666893005,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed0,tabpfn,128,5000.0,0.516557855243713,0.2156654596328735,0.1198501872659176,0.8067187666893005,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed0,xgb,64,,0.4069813891178627,0.0934239625930786,0.097378277153558,0.6310743689537048,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed0,xgb,128,,0.405847412501686,0.0887278318405151,0.1198501872659176,0.7104424834251404,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed1,tabpfn,64,0.0,0.5113922926156544,0.2229976058006286,0.1385767790262172,0.8221645951271057,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed1,tabpfn,64,5000.0,0.5113922926156544,0.2229976058006286,0.1385767790262172,0.8221645951271057,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed1,tabpfn,128,0.0,0.516557855243713,0.2156654596328735,0.1198501872659176,0.8067187666893005,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed1,tabpfn,128,5000.0,0.516557855243713,0.2156654596328735,0.1198501872659176,0.8067187666893005,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed1,xgb,64,,0.3838793582891878,0.0859425067901611,0.1123595505617977,0.6777687668800354,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed1,xgb,128,,0.3854657459625309,0.0815172791481018,0.097378277153558,0.6826202273368835,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed2,tabpfn,64,0.0,0.5113922926156544,0.2229976058006286,0.1385767790262172,0.8221645951271057,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed2,tabpfn,64,5000.0,0.5113922926156544,0.2229976058006286,0.1385767790262172,0.8221645951271057,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed2,tabpfn,128,0.0,0.516557855243713,0.2156654596328735,0.1198501872659176,0.8067187666893005,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed2,tabpfn,128,5000.0,0.516557855243713,0.2156654596328735,0.1198501872659176,0.8067187666893005,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed2,xgb,64,,0.3759784241582122,0.074384868144989,0.1198501872659176,0.6753101944923401,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed2,xgb,128,,0.3917565676497684,0.0793500542640686,0.1161048689138576,0.6988443732261658,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed3,tabpfn,64,0.0,0.5113922926156544,0.2229976058006286,0.1385767790262172,0.8221645951271057,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed3,tabpfn,64,5000.0,0.5113922926156544,0.2229976058006286,0.1385767790262172,0.8221645951271057,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed3,tabpfn,128,0.0,0.516557855243713,0.2156654596328735,0.1198501872659176,0.8067187666893005,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed3,tabpfn,128,5000.0,0.516557855243713,0.2156654596328735,0.1198501872659176,0.8067187666893005,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed3,xgb,64,,0.3837811355966936,0.0935138463973999,0.1048689138576779,0.691068708896637,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed3,xgb,128,,0.3813756159015898,0.0959513783454895,0.1123595505617977,0.6884592175483704,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed4,tabpfn,64,0.0,0.5113922926156544,0.2229976058006286,0.1385767790262172,0.8221645951271057,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed4,tabpfn,64,5000.0,0.5113922926156544,0.2229976058006286,0.1385767790262172,0.8221645951271057,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed4,tabpfn,128,0.0,0.516557855243713,0.2156654596328735,0.1198501872659176,0.8067187666893005,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed4,tabpfn,128,5000.0,0.516557855243713,0.2156654596328735,0.1198501872659176,0.8067187666893005,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed4,xgb,64,,0.4129916781777808,0.0971648693084716,0.1310861423220973,0.723052442073822,1,4919,5333
HOFF,HOFF_delta_direct,hoff_delta_O2_minus_N2,depth_holdout,depth_seed4,xgb,128,,0.411880486332699,0.0773948431015014,0.1086142322097378,0.6897807717323303,1,4919,5333
